loan_id,customer_id,product,principal_pkr,interest_rate_pct,tenor_months,monthly_installment_pkr,disbursement_date,credit_utilisation,prior_delinquencies,days_past_due,loan_status
L700259,C107127,Credit Card,183100.0,18.43,12,16827.17,2024-05-19,0.0,1,45,ACTIVE
L700260,C111685,Personal Loan,937800.0,21.69,36,35665.09,2024-05-05,0.0378,0,0,ACTIVE
L700261,C110655,Credit Card,915800.0,,12,85713.43,2022-09-08,0.5653,0,0,ACTIVE
L700262,C100060,Credit Card,351900.0,16.21,12,31967.15,2026-03-03,0.7158,0,30,ACTIVE
L700263,C109446,Credit Card,1232500.0,21.18,12,114866.39,2024-10-02,0.5383,1,0,CLOSED
L700264,C105969,Auto Finance,608000.0,10.09,60,12944.78,2023-10-29,0.5366,0,45,ACTIVE
L700265,C110330,Credit Card,174700.0,20.03,12,16182.36,2025-05-28,0.4224,0,15,ACTIVE
L700266,C109639,Credit Card,321200.0,20.72,12,29864.31,2027-05-06,0.225,0,30,ACTIVE
L700267,C109988,Credit Card,267800.0,21.45,12,24994.02,2023-07-08,0.1529,0,0,CLOSED
L700268,C102173,Home Finance,1192700.0,14.14,180,15995.69,2023-12-03,0.4756,0,30,ACTIVE
L700269,C102885,Personal Loan,885200.0,19.11,36,32495.59,2024-03-22,0.6735,0,30,ACTIVE
L700270,C111456,Credit Card,257300.0,14.09,12,23112.17,2023-08-23,0.6805,0,0,ACTIVE
L700271,C102047,Personal Loan,2026600.0,19.82,36,75130.14,2023-09-14,0.3489,0,0,ACTIVE
L700272,C104997,Personal Loan,609900.0,15.98,36,21437.22,2026-01-21,0.0392,0,15,CLOSED
L700273,C111263,Auto Finance,1647600.0,19.12,60,42848.68,2025-09-25,0.6038,0,15,CLOSED
L700274,C107893,Personal Loan,236200.0,,36,8169.55,2025-09-18,0.1535,0,269,DEFAULT
L700275,C103390,Credit Card,352800.0,20.88,12,32832.36,2022-11-24,0.7993,0,0,CLOSED
L700276,C100538,Personal Loan,289500.0,17.34,36,10368.83,2024-10-20,0.2378,0,0,CLOSED
L700277,C101582,Home Finance,758400.0,19.17,180,12857.69,2024-05-30,0.5813,0,45,ACTIVE
L700278,C101119,Personal Loan,220700.0,19.9,36,8191.25,2027-01-05,0.6421,0,0,ACTIVE
L700279,C104602,Credit Card,130600.0,18.89,12,12024.27,2025-09-25,0.531,1,7,ACTIVE
L700280,C106147,Personal Loan,412700.0,22.88,36,15950.41,2027-01-15,0.3579,0,30,ACTIVE
L700281,C105872,Credit Card,152000.0,19.76,12,14065.35,2024-07-21,0.2452,1,0,ACTIVE
L700282,C105928,Home Finance,1396600.0,18.89,180,23391.77,2024-08-03,0.5756,1,0,CLOSED
L700283,C101860,Auto Finance,815900.0,21.83,60,22455.84,2024-03-10,0.1658,0,0,ACTIVE
L700284,C103945,Personal Loan,1180500.0,17.66,36,42475.03,2025-07-12,0.3116,3,290,DEFAULT
L700285,C110831,Personal Loan,508000.0,21.63,36,19303.13,2022-05-11,0.257,0,0,ACTIVE
L700286,C111323,Auto Finance,679700.0,18.18,60,17325.79,2023-12-21,0.227,0,7,ACTIVE
L700287,C109365,Auto Finance,1282900.0,15.21,60,30662.88,2024-04-16,0.0739,0,45,ACTIVE
L700288,C108253,Auto Finance,978300.0,14.57,60,23054.61,2026-02-05,0.4627,0,0,ACTIVE
L700289,C105855,Personal Loan,1257300.0,,36,45159.61,2024-06-01,0.1546,0,0,CLOSED
L700290,C108487,Personal Loan,314300.0,19.49,36,11597.27,2022-04-06,0.3182,0,30,ACTIVE
L700291,C102454,Home Finance,1917700.0,20.41,180,34262.99,2026-07-17,0.1742,1,30,ACTIVE
L700292,C108648,Credit Card,498600.0,23.8,12,47099.02,2024-08-03,0.1914,0,7,ACTIVE
L700293,C105768,Credit Card,88900.0,19.01,12,8191.91,2024-01-31,0.7744,0,15,ACTIVE
L700294,C106568,Personal Loan,464300.0,17.88,36,16756.86,2023-01-31,0.294,0,0,CLOSED
L700295,C106936,Auto Finance,613500.0,18.85,60,15863.86,2026-01-05,0.6709,0,45,ACTIVE
L700296,C108407,Auto Finance,1196500.0,18.5,60,30710.42,2023-07-24,0.2205,0,30,ACTIVE
L700297,C109688,Home Finance,863800.0,15.97,180,12668.82,2027-02-02,0.2687,0,30,CLOSED
L700298,C106228,Personal Loan,748800.0,17.78,36,26987.03,2025-09-24,0.2538,0,30,ACTIVE
L700299,C104935,Personal Loan,167600.0,22.52,36,6444.65,2023-09-14,0.3114,1,0,ACTIVE
L700300,C105731,Personal Loan,77900.0,17.22,36,2787.09,2025-08-08,0.1737,1,0,ACTIVE
L700301,C106599,Auto Finance,334300.0,,60,10164.59,2026-02-09,0.212,0,15,ACTIVE
L700302,C107250,Credit Card,266400.0,20.2,12,24704.49,2026-05-15,0.2745,0,7,ACTIVE
L700303,C107666,Credit Card,282200.0,20.11,12,26154.78,2025-09-07,0.2956,2,45,CLOSED
L700304,C104736,Credit Card,337000.0,10.26,12,29672.74,2024-08-20,0.1338,0,0,CLOSED
L700305,C108795,Auto Finance,1164000.0,26.74,60,35362.18,2026-07-07,0.4412,0,30,ACTIVE
L700306,C101972,Personal Loan,136500.0,26.18,36,5513.85,2024-08-12,0.4651,2,30,ACTIVE
L700307,C101389,Auto Finance,2084100.0,11.78,60,46128.71,2024-10-30,0.1125,1,0,ACTIVE
L700308,C109105,Credit Card,35200.0,21.3,12,3283.16,2026-10-01,0.0033,0,0,ACTIVE
L700309,C110645,Personal Loan,1819000.0,19.58,36,67212.85,2026-07-02,0.5594,2,7,ACTIVE
L700310,C106803,Auto Finance,301200.0,16.6,60,7421.53,2024-01-08,0.7849,0,15,ACTIVE
L700311,C102511,Credit Card,422600.0,20.01,12,39151.7,2023-09-06,0.82,0,45,ACTIVE
L700312,C108978,Home Finance,2483100.0,22.83,180,48884.1,2024-12-13,0.1185,0,0,ACTIVE
L700313,C105356,Credit Card,451500.0,20.18,12,41862.91,2026-02-19,0.9054,2,45,CLOSED
L700314,C109239,Auto Finance,1924100.0,22.49,60,53678.39,2025-08-16,0.5427,1,0,ACTIVE
L700315,C104015,Home Finance,2772500.0,14.89,180,38594.96,2025-05-28,0.4606,0,15,ACTIVE
L700316,C108601,Credit Card,321900.0,28.56,12,31152.3,2025-08-30,0.2108,1,108,DEFAULT
L700317,C107440,Auto Finance,258800.0,13.88,60,6005.41,2025-05-04,0.0976,0,0,CLOSED
L700318,C101196,Auto Finance,768400.0,21.46,60,20988.26,2027-04-07,0.5328,0,45,ACTIVE
L700319,C108522,Personal Loan,254500.0,20.84,36,9566.7,2025-06-14,0.4058,0,15,CLOSED
L700320,C102709,Personal Loan,1152600.0,16.12,36,40589.51,2024-03-18,0.3058,0,0,ACTIVE
L700321,C107021,Personal Loan,1187700.0,23.18,36,46086.43,2023-04-20,0.2288,0,0,CLOSED
L700322,C110826,Credit Card,569700.0,15.21,12,51474.84,2024-04-16,0.1825,0,15,ACTIVE
L700323,C107778,Credit Card,70500.0,18.82,12,6490.75,2023-12-23,0.0636,0,0,ACTIVE
L700324,C104996,Credit Card,574800.0,23.07,12,54093.82,2024-04-21,0.7451,2,350,DEFAULT
L700325,C108393,Auto Finance,673600.0,16.33,60,16498.98,2023-07-12,0.3489,1,0,CLOSED
L700326,C106889,Auto Finance,977800.0,21.7,60,26840.38,2025-04-30,0.4066,0,325,DEFAULT
L700327,C107354,Personal Loan,571100.0,18.4,36,20761.71,2024-08-09,0.4499,0,0,CLOSED
L700328,C101697,Personal Loan,402000.0,23.67,36,15700.53,2025-10-10,0.1826,0,15,ACTIVE
L700329,C107653,Home Finance,1482600.0,17.62,180,23471.84,2023-01-07,0.6884,0,153,DEFAULT
L700330,C107649,Auto Finance,2487200.0,21.06,60,67372.1,2024-11-29,0.3083,0,0,CLOSED
L700331,C100818,Personal Loan,1148400.0,24.36,36,45270.89,2022-03-29,0.192,0,7,ACTIVE
L700332,C102574,Personal Loan,1222300.0,16.77,36,43438.11,2025-10-21,0.3902,2,0,ACTIVE
L700333,C107044,Credit Card,169500.0,26.69,12,16245.64,2022-10-23,0.5242,0,30,ACTIVE
L700334,C101412,Home Finance,2351700.0,23.86,180,48151.39,2024-07-24,0.083,0,0,ACTIVE
L700335,C108723,Credit Card,233200.0,21.94,12,21817.52,2026-12-10,0.4054,1,130,DEFAULT
L700336,C108344,Credit Card,347700.0,19.63,12,32147.91,2026-03-15,0.1811,0,0,ACTIVE
L700337,C105797,Personal Loan,1648100.0,16.67,36,58490.64,2026-09-06,0.175,0,0,ACTIVE
L700338,C111001,Auto Finance,8828000.0,12.91,60,200458.14,2024-03-28,0.4534,0,0,CLOSED
L700339,C105169,Personal Loan,956400.0,15.9,36,33576.85,2025-10-01,0.5228,0,0,ACTIVE
L700340,C100887,Auto Finance,1296400.0,20.1,60,34419.99,2023-10-13,0.6258,1,15,CLOSED
L700341,C100638,Auto Finance,302300.0,18.03,60,7681.76,2023-01-13,0.4248,0,30,ACTIVE
L700342,C108863,Home Finance,309900.0,21.75,180,5848.25,2026-04-17,0.5325,0,0,ACTIVE
L700343,C103820,Auto Finance,868200.0,20.65,60,23316.54,2024-10-02,0.3473,0,45,CLOSED
L700344,C100433,Personal Loan,442100.0,18.55,36,16105.22,2026-09-23,0.7221,0,0,ACTIVE
L700345,C104808,Personal Loan,425100.0,17.42,36,15246.5,2026-07-31,0.3378,1,0,CLOSED
L700346,C102596,Auto Finance,1335600.0,21.31,60,36365.95,2024-11-06,0.3037,1,0,ACTIVE
L700347,C109784,Personal Loan,810800.0,13.99,36,27708.59,2025-03-04,0.6762,1,0,ACTIVE
L700348,C108770,Home Finance,2116700.0,21.51,180,39557.56,2023-11-18,0.2683,0,15,CLOSED
L700349,C106855,Credit Card,233300.0,15.56,12,21117.64,2026-02-20,0.6067,0,7,ACTIVE
L700350,C110236,Credit Card,1282200.0,15.31,12,115920.11,2025-05-12,0.3509,0,7,ACTIVE
L700351,C105685,Personal Loan,1047800.0,22.52,36,40297.61,2023-12-05,0.2759,0,0,ACTIVE
L700352,C107729,Credit Card,1641500.0,20.39,12,152362.84,2025-06-08,0.493,1,0,ACTIVE
L700353,C102950,Home Finance,12854900.0,16.29,180,191405.03,2024-09-01,0.4415,1,0,ACTIVE
L700354,C110013,Personal Loan,700700.0,19.79,36,25964.62,2024-07-03,0.3821,1,15,CLOSED
L700355,C103935,Personal Loan,503900.0,18.55,36,18355.33,2026-08-13,0.2447,0,45,CLOSED
L700356,C107962,Auto Finance,1392100.0,23.5,60,39645.22,2026-10-11,0.4749,0,0,CLOSED
L700357,C108470,Personal Loan,1545700.0,19.56,36,57096.87,2025-02-25,0.3803,1,7,ACTIVE
L700358,C107989,Credit Card,36900.0,16.23,12,3352.79,2025-12-11,0.2587,0,0,ACTIVE
L700359,C108525,Personal Loan,180700.0,21.02,36,6811.39,2025-06-12,0.2388,2,0,ACTIVE
L700360,C103039,Home Finance,842400.0,19.19,180,14292.94,2024-08-01,0.4848,1,30,ACTIVE
L700361,C109808,Auto Finance,1280600.0,18.21,60,32665.47,2026-07-21,0.2126,2,0,ACTIVE
L700362,C105491,Credit Card,814100.0,19.65,12,75279.78,2025-10-26,0.7863,0,45,ACTIVE
L700363,C104201,Auto Finance,876400.0,16.54,60,21564.4,2025-08-13,0.5041,1,0,CLOSED
L700364,C108070,Personal Loan,541800.0,19.5,36,19995.77,2025-06-27,0.4253,1,15,ACTIVE
L700365,C102438,Credit Card,2102200.0,20.55,12,195292.4,2022-03-12,0.3849,0,15,ACTIVE
L700366,C108478,Personal Loan,200800.0,16.79,36,7136.61,2025-01-10,0.6875,0,0,ACTIVE
L700367,C100648,Credit Card,127100.0,24.41,12,12042.63,2025-01-21,0.078,0,7,ACTIVE
L700368,C102203,Personal Loan,2511200.0,19.91,36,93211.55,2024-06-24,0.4176,1,0,ACTIVE
L700369,C105340,Home Finance,2851000.0,17.61,180,45116.17,2023-06-01,0.317,0,0,CLOSED
L700370,C103514,Personal Loan,308200.0,,36,10744.33,2027-01-09,0.0821,0,0,CLOSED
L700371,C106124,Credit Card,121100.0,22.78,12,11376.17,2022-04-11,0.5365,0,0,ACTIVE
L700372,C105207,Auto Finance,1651600.0,15.64,60,39847.38,2024-02-17,0.4071,0,45,ACTIVE
L700373,C104364,Auto Finance,5226400.0,22.88,60,146975.53,2024-10-26,0.5766,2,0,CLOSED
L700374,C107777,Personal Loan,1083300.0,15.39,36,37758.52,2025-07-25,0.3971,0,0,ACTIVE
L700375,C111664,Personal Loan,735600.0,19.44,36,27129.32,2024-09-13,0.69,0,30,ACTIVE
L700376,C102286,Personal Loan,183800.0,23.21,36,7135.37,2024-01-18,0.716,0,0,ACTIVE
L700377,C100134,Credit Card,108800.0,23.97,12,10287.56,2025-05-30,0.3207,0,248,DEFAULT
L700378,C106411,Auto Finance,636300.0,20.08,60,16886.82,2023-03-25,0.5515,0,15,ACTIVE
L700379,C111081,Credit Card,193400.0,21.96,12,18096.65,2025-12-07,0.1652,0,0,ACTIVE
L700380,C109634,Home Finance,526300.0,26.23,180,11744.61,2026-02-14,0.5267,1,30,ACTIVE
L700381,C109714,Credit Card,95500.0,27.67,12,9198.97,2025-11-26,0.4162,0,0,ACTIVE
L700382,C110818,Auto Finance,2335700.0,23.26,60,66195.06,2023-12-07,0.2617,1,0,ACTIVE
L700383,C104564,Credit Card,342300.0,13.83,12,30708.48,2022-12-24,0.2909,0,0,CLOSED
L700384,C103117,Personal Loan,884300.0,19.27,36,32534.42,2022-10-24,0.5106,0,0,CLOSED
L700385,C105973,Home Finance,9241900.0,19.19,180,156813.09,2026-09-15,0.1787,0,0,ACTIVE
L700386,C101605,Credit Card,31700.0,21.67,12,2962.31,2023-10-05,0.0872,1,0,ACTIVE
L700387,C105483,Credit Card,492600.0,19.58,12,45535.37,2023-09-10,0.5597,0,7,CLOSED
L700388,C102862,Home Finance,1217100.0,15.79,180,17697.72,2025-05-08,0.5199,1,163,DEFAULT
L700389,C100180,Personal Loan,353400.0,19.29,36,13005.7,2025-03-31,0.1347,0,7,CLOSED
L700390,C104961,Personal Loan,166700.0,18.57,36,6073.58,2023-11-22,0.333,0,0,ACTIVE
L700391,C102587,Personal Loan,444900.0,17.81,36,16042.17,2026-01-15,0.8192,0,0,ACTIVE
L700392,C106358,Auto Finance,1134000.0,21.82,60,31203.34,2026-02-28,0.2992,0,0,ACTIVE
L700393,C110431,Personal Loan,601500.0,18.65,36,21940.99,2026-09-08,0.186,0,0,CLOSED
L700394,C105904,Personal Loan,601200.0,,36,20428.62,2025-10-06,0.5415,0,0,ACTIVE
L700395,C106433,Auto Finance,533700.0,23.4,60,15169.45,2026-06-15,0.0862,0,45,ACTIVE
L700396,C101268,Home Finance,953700.0,18.6,180,15771.46,2026-07-12,0.5167,1,45,CLOSED
L700397,C106789,Personal Loan,584800.0,18.57,36,21308.08,2024-11-14,0.3124,2,0,ACTIVE
L700398,C109445,Personal Loan,1101600.0,19.56,36,40691.65,2025-12-02,0.0803,0,0,ACTIVE
L700399,C102198,Credit Card,52000.0,21.82,12,4861.12,2025-06-30,0.003,1,0,ACTIVE
L700400,C101962,Home Finance,1512800.0,21.28,180,28011.17,2025-04-23,0.3319,0,15,CLOSED
L700401,C110770,Personal Loan,270900.0,13.16,36,9150.17,2025-02-04,0.544,0,45,ACTIVE
L700402,C109653,Home Finance,1129600.0,18.95,180,18968.56,2026-07-14,0.3229,1,45,ACTIVE
L700403,C104806,Home Finance,1715700.0,19.89,180,29993.07,2024-08-19,0.2411,0,0,ACTIVE
L700404,C110229,Personal Loan,1352900.0,14.78,36,46753.74,2027-01-07,0.1131,1,15,ACTIVE
L700405,C110450,Credit Card,385200.0,21.1,12,35884.08,2024-09-11,0.2747,0,0,ACTIVE
L700406,C107721,Credit Card,80100.0,12.26,12,7127.14,2023-06-14,0.4895,1,7,ACTIVE
L700407,C109050,Credit Card,147700.0,13.88,12,13254.65,2025-12-01,0.0782,0,0,ACTIVE
L700408,C108379,Credit Card,60700.0,22.0,12,5682.78,2025-05-30,0.1933,0,0,ACTIVE
L700409,C110222,Personal Loan,326200.0,20.83,36,12262.5,2026-09-11,0.8354,0,0,ACTIVE
L700410,C104223,Personal Loan,175600.0,17.32,36,6289.51,2024-12-08,0.224,0,0,ACTIVE
L700411,C109027,Home Finance,2177000.0,19.67,180,37705.34,2025-05-10,0.5596,0,0,ACTIVE
L700412,C111104,Auto Finance,1648700.0,16.31,60,40366.08,2024-12-03,0.3339,0,0,ACTIVE
L700413,C108809,Personal Loan,338700.0,21.39,36,12828.05,2025-05-18,0.6701,0,0,CLOSED
L700414,C105658,Personal Loan,1397400.0,15.22,36,48592.25,2026-11-16,0.3821,0,7,ACTIVE
L700415,C108193,Auto Finance,2736500.0,14.95,60,65029.11,2023-11-03,0.5993,0,0,ACTIVE
L700416,C105966,Personal Loan,719700.0,22.88,36,27813.46,2024-05-16,0.6693,0,0,ACTIVE
L700417,C105819,Personal Loan,363100.0,20.28,36,13545.79,2023-10-27,0.5997,0,30,ACTIVE
L700418,C109668,Auto Finance,5111100.0,15.56,60,123099.42,2023-11-22,0.5059,0,0,CLOSED
L700419,C102693,Personal Loan,352500.0,24.47,36,13916.59,2023-10-29,0.3592,4,0,ACTIVE
L700420,C104648,Personal Loan,506700.0,18.56,36,18462.43,2023-06-29,0.3412,0,0,CLOSED
L700421,C111160,Personal Loan,1010800.0,26.06,36,40758.04,2023-05-16,0.4382,1,30,ACTIVE
L700422,C102085,Credit Card,95000.0,21.51,12,8870.6,2023-03-06,0.8091,0,0,ACTIVE
L700423,C107126,Credit Card,589700.0,16.56,12,53659.23,2024-10-31,0.4228,0,30,ACTIVE
L700424,C107885,Home Finance,1125800.0,17.04,180,17357.92,2024-04-17,0.453,0,15,ACTIVE
L700425,C105390,Credit Card,1104800.0,18.41,12,101508.23,2025-03-03,0.4995,0,0,CLOSED
L700426,C110423,Personal Loan,334900.0,22.21,36,12824.75,2024-05-21,0.4891,0,0,ACTIVE
L700427,C108491,Credit Card,181900.0,19.64,12,16818.61,2023-02-06,0.6577,0,15,ACTIVE
L700428,C101761,Auto Finance,906200.0,14.8,60,21462.87,2026-08-28,0.2651,0,0,ACTIVE
L700429,C103040,Auto Finance,449700.0,24.7,60,13121.44,2023-10-14,0.5885,0,0,ACTIVE
L700430,C103999,Home Finance,518900.0,26.28,180,11597.97,2023-08-05,0.6481,1,0,ACTIVE
L700431,C106849,Personal Loan,241200.0,22.8,36,9312.42,2025-05-17,0.1643,0,0,ACTIVE
L700432,C110713,Personal Loan,1878800.0,20.29,36,70101.67,2025-06-13,0.3956,0,7,ACTIVE
L700433,C102739,Home Finance,1748800.0,24.16,180,36210.93,2024-10-07,0.1513,0,15,ACTIVE
L700434,C110212,Personal Loan,221400.0,17.87,36,7989.77,2024-01-12,0.6905,1,15,ACTIVE
L700435,C102664,Personal Loan,605700.0,17.93,36,21875.72,2023-01-31,0.0182,0,45,ACTIVE
L700436,C100884,Personal Loan,938500.0,17.73,36,33802.86,2023-11-12,0.111,0,45,ACTIVE
L700437,C105571,Home Finance,1926100.0,,180,37303.97,2025-03-24,0.0577,0,45,ACTIVE
L700438,C110443,Credit Card,533400.0,21.11,12,49694.75,2026-07-12,0.8245,1,7,ACTIVE
L700439,C102341,Auto Finance,2371100.0,,60,60740.33,2023-11-21,0.2152,0,45,ACTIVE
L700440,C103155,Credit Card,218500.0,20.22,12,20259.68,2023-06-09,0.2067,0,45,ACTIVE
L700441,C104006,Credit Card,599000.0,16.81,12,54581.86,2027-06-05,0.3366,1,0,ACTIVE
L700442,C110946,Personal Loan,181400.0,19.54,36,6698.0,2023-11-09,0.3628,0,0,ACTIVE
L700443,C101580,Home Finance,507600.0,18.93,180,8516.71,2026-01-24,0.3588,0,0,ACTIVE
L700444,C107860,Credit Card,113800.0,17.5,12,10402.1,2024-12-28,0.072,1,0,ACTIVE
L700445,C102896,Personal Loan,876700.0,18.46,36,31896.7,2026-05-08,0.341,0,15,ACTIVE
L700446,C104656,Credit Card,34200.0,18.88,12,3147.7,2024-03-15,0.3954,0,0,ACTIVE
L700447,C103585,Home Finance,1154400.0,17.64,180,18292.87,2024-12-16,0.493,0,15,ACTIVE
L700448,C106657,Home Finance,306600.0,25.01,180,6549.09,2023-12-13,0.4962,1,0,ACTIVE
L700449,C104979,Auto Finance,483800.0,13.41,60,11109.17,2024-12-13,0.5414,0,15,ACTIVE
L700450,C104422,Personal Loan,820000.0,19.32,36,30189.07,2023-09-01,0.2219,0,0,ACTIVE
L700451,C109158,Auto Finance,3944200.0,20.74,60,106128.8,2024-10-13,0.2696,0,0,ACTIVE
L700452,C101794,Auto Finance,1410800.0,20.35,60,37652.76,2026-07-03,0.4625,0,0,ACTIVE
L700453,C104428,Personal Loan,363200.0,17.87,36,13106.05,2025-12-19,0.4234,0,0,ACTIVE
L700454,C109215,Personal Loan,700100.0,20.25,36,26109.35,2026-08-24,0.366,1,30,ACTIVE
L700455,C111134,Auto Finance,3440700.0,16.33,60,84276.24,2023-06-04,0.1987,0,7,CLOSED
L700456,C105671,Credit Card,131400.0,18.62,12,12084.24,2027-05-23,0.6525,0,0,ACTIVE
L700457,C100868,Personal Loan,1301400.0,20.96,36,49001.93,2023-07-17,0.3663,0,15,ACTIVE
L700458,C100045,Auto Finance,286600.0,22.1,60,7931.77,2026-06-08,0.2392,1,30,ACTIVE
L700459,C107294,Auto Finance,500100.0,19.5,60,13110.74,2025-02-02,0.3248,0,0,ACTIVE
L700460,C107686,Credit Card,172200.0,21.64,12,16087.48,2023-03-01,0.2867,0,15,ACTIVE
L700461,C105477,Auto Finance,1170300.0,19.79,60,30869.23,2024-10-13,0.0904,2,30,ACTIVE
L700462,C105937,Home Finance,1591900.0,19.91,180,27853.36,2026-02-23,0.6243,0,0,ACTIVE
L700463,C101058,Auto Finance,277600.0,20.84,60,7486.04,2023-02-12,0.3124,0,45,ACTIVE
L700464,C101887,Auto Finance,1159800.0,24.1,60,33433.81,2025-11-30,0.4354,4,0,ACTIVE
L700465,C102867,Credit Card,126100.0,14.21,12,11334.07,2023-01-27,0.1485,1,45,ACTIVE
L700466,C104382,Auto Finance,935400.0,18.78,60,24150.46,2024-09-10,0.306,1,0,ACTIVE
L700467,C108602,Auto Finance,519800.0,23.6,60,14832.41,2023-11-25,0.0859,0,45,ACTIVE
L700468,C109709,Home Finance,1152900.0,,180,20847.09,2024-05-17,0.6203,0,30,ACTIVE
L700469,C104325,Credit Card,87300.0,15.1,12,7882.98,2024-01-14,0.0246,1,15,ACTIVE
L700470,C104120,Home Finance,1388000.0,19.84,180,24212.7,2026-01-25,0.4004,0,7,ACTIVE
L700471,C107906,Personal Loan,215900.0,20.61,36,8090.72,2024-05-02,0.1427,0,45,ACTIVE
L700472,C102489,Credit Card,234700.0,18.15,12,21531.64,2023-01-13,0.2576,0,7,ACTIVE
L700473,C109682,Personal Loan,1154100.0,25.62,36,46264.91,2024-06-21,0.4156,0,0,ACTIVE
L700474,C102034,Personal Loan,299100.0,21.93,36,11410.62,2023-10-05,0.424,0,15,ACTIVE
L700475,C107466,Auto Finance,1209700.0,25.54,60,35890.14,2022-11-02,0.3381,0,339,DEFAULT
L700476,C101886,Credit Card,547800.0,19.95,12,50731.02,2024-05-14,0.2915,4,161,DEFAULT
L700477,C107863,Personal Loan,828400.0,19.68,36,30652.05,2024-04-10,0.1864,0,15,ACTIVE
L700478,C100058,Personal Loan,438100.0,21.31,36,16573.96,2025-06-22,0.1839,0,0,ACTIVE
L700479,C102713,Personal Loan,301400.0,,36,10878.48,2025-09-15,0.2439,1,15,ACTIVE
L700480,C107425,Home Finance,1121800.0,23.24,180,22436.02,2023-06-25,0.6302,2,0,ACTIVE
L700481,C103750,Credit Card,162900.0,20.96,12,15169.37,2026-05-09,0.4991,0,15,ACTIVE
L700482,C101535,Home Finance,2408300.0,19.09,180,40686.32,2023-11-05,0.4043,2,45,ACTIVE
L700483,C105982,Personal Loan,1420800.0,21.08,36,53586.56,2023-09-01,0.2683,0,0,CLOSED
L700484,C102355,Personal Loan,940800.0,15.14,36,32679.2,2025-06-07,0.4798,0,45,ACTIVE
L700485,C100439,Credit Card,224100.0,17.46,12,20484.8,2026-12-23,0.3411,1,7,ACTIVE
L700486,C104634,Personal Loan,410700.0,19.52,36,15161.69,2025-04-25,0.0521,0,45,ACTIVE
L700487,C105234,Credit Card,487300.0,16.96,12,44431.98,2025-02-25,0.2535,0,0,ACTIVE
L700488,C105642,Credit Card,249100.0,20.38,12,23124.46,2023-12-09,0.2104,0,45,ACTIVE
L700489,C103236,Credit Card,351400.0,18.83,12,32359.09,2026-02-03,0.2374,0,141,DEFAULT
L700490,C109306,Personal Loan,718500.0,13.74,36,24467.07,2027-09-23,0.2279,0,7,ACTIVE
L700491,C105395,Personal Loan,95400.0,22.54,36,3670.12,2026-03-20,0.6115,0,0,CLOSED
L700492,C108124,Auto Finance,481400.0,26.15,60,14455.53,2025-11-14,0.0462,0,0,ACTIVE
L700493,C110109,Personal Loan,196100.0,15.05,36,6803.49,2027-01-13,0.3516,0,0,ACTIVE
L700494,C110235,Credit Card,192000.0,17.61,12,17568.0,2026-03-09,0.1174,0,0,ACTIVE
L700495,C106874,Credit Card,169700.0,17.52,12,15518.07,2024-03-06,0.2367,1,192,DEFAULT
L700496,C100508,Personal Loan,570200.0,15.49,36,19901.75,2024-09-04,0.1203,2,0,CLOSED
L700497,C111008,Credit Card,63800.0,18.77,12,5876.56,2027-01-27,0.4596,0,0,ACTIVE
L700498,C100675,Credit Card,193600.0,20.84,12,18016.25,2027-02-18,0.3132,0,0,ACTIVE
L700499,C105001,Auto Finance,864200.0,21.9,60,23818.72,2024-08-24,0.4712,0,0,ACTIVE
L700500,C103919,Personal Loan,2038100.0,17.42,36,73090.23,2025-02-17,0.4966,0,7,CLOSED
L700501,C109341,Credit Card,170600.0,15.1,12,15410.63,2026-12-27,0.4585,0,45,CLOSED
L700502,C108418,Home Finance,1506600.0,20.94,180,27511.85,2025-10-20,0.6431,0,0,CLOSED
L700503,C111078,Home Finance,2909100.0,20.9,180,53037.12,2024-08-12,0.1978,0,301,DEFAULT
L700504,C104977,Personal Loan,501300.0,11.46,36,16522.22,2027-01-18,0.4055,0,7,ACTIVE
L700505,C102880,Credit Card,61000.0,22.58,12,5726.02,2024-11-15,0.2234,1,7,ACTIVE
L700506,C100202,Personal Loan,618300.0,22.44,36,23752.68,2023-01-22,0.2055,0,0,ACTIVE
L700507,C102591,Credit Card,419600.0,17.28,12,38326.6,2026-11-29,0.1986,0,0,ACTIVE
L700508,C104401,Auto Finance,748300.0,18.32,60,19133.34,2026-01-01,0.7522,0,45,ACTIVE
L700509,C105835,Home Finance,2857100.0,15.26,180,40496.97,2023-04-03,0.0715,0,15,ACTIVE
L700510,C101975,Personal Loan,723800.0,16.83,36,25744.96,2026-04-10,0.0693,0,0,ACTIVE
L700511,C103797,Personal Loan,803700.0,18.93,36,29430.57,2024-09-26,0.2433,1,0,ACTIVE
L700512,C103385,Auto Finance,333400.0,19.09,60,8665.01,2025-12-03,0.5671,1,7,ACTIVE
L700513,C106882,Personal Loan,1160800.0,16.58,36,41145.21,2025-05-03,0.6351,0,15,ACTIVE
L700514,C100264,Auto Finance,111800.0,22.76,60,3135.39,2025-02-10,0.5228,0,15,ACTIVE
L700515,C107943,Personal Loan,910800.0,21.9,36,34736.35,2024-10-10,0.1364,1,0,ACTIVE
L700516,C106772,Credit Card,83800.0,22.05,12,7843.37,2026-01-20,0.2166,0,0,ACTIVE
L700517,C101935,Auto Finance,2945000.0,16.69,60,72701.27,2026-05-25,0.3097,1,0,ACTIVE
L700518,C100867,Personal Loan,2596400.0,19.92,36,96386.18,2022-04-10,0.7012,0,7,CLOSED
